id,organisation_name,organisation_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_category_name,indicator_subcategory_name,indicator_category_subcategory,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_passed,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points 
FR-10-annual-report,"France, MINEFI",FR-10,1.25,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
FR-10-allocation,"France, MINEFI",FR-10,1.25,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
FR-10-procurement-policy,"France, MINEFI",FR-10,1.25,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
FR-10-country-strategy,"France, MINEFI",FR-10,0,country-strategy,Country strategy,organisation,planning,organisation-planning,8,0.025,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
FR-10-total-budget,"France, MINEFI",FR-10,0.463287,total-budget,Total budget,organisation,financial,organisation-financial,9,0.0417,manual,pdf,11.11,11.11,0,0,,1,1,0,,0,2,pdf,16.665,11.11
FR-10-disaggregated-budgets,"France, MINEFI",FR-10,0.2316435,disaggregated-budgets,Disaggregated budgets,organisation,financial,organisation-financial,10,0.0417,manual,pdf,5.555,5.555,0,0,,1,1,0,,0,1,pdf,16.665,5.555
FR-10-audit,"France, MINEFI",FR-10,0,audit,Audit,organisation,financial,organisation-financial,11,0.0417,manual,document,0,0,0,0,,1,1,0,sometimes,0,,document,50,0
FR-10-implementer,"France, MINEFI",FR-10,0,implementer,Implementer,activity,basic,activity-basic,12,0.0163,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-unique-id,"France, MINEFI",FR-10,0,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-title,"France, MINEFI",FR-10,0,title,Title,activity,basic,activity-basic,14,0.0163,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-description,"France, MINEFI",FR-10,0,description,Description,activity,basic,activity-basic,15,0.0163,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-dates-planned,"France, MINEFI",FR-10,0,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-dates-actual,"France, MINEFI",FR-10,0,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-current-status,"France, MINEFI",FR-10,0,current-status,Current Status,activity,basic,activity-basic,18,0.0163,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-contact-details,"France, MINEFI",FR-10,0,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-collaboration-type,"France, MINEFI",FR-10,0,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-flow-type,"France, MINEFI",FR-10,0,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-aid-type,"France, MINEFI",FR-10,0,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-finance-type,"France, MINEFI",FR-10,0,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-sector,"France, MINEFI",FR-10,0,sector,Sector,activity,classifications,activity-classifications,24,0.0186,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-location,"France, MINEFI",FR-10,0,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-tied-aid-status,"France, MINEFI",FR-10,0,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-mou,"France, MINEFI",FR-10,0,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
FR-10-evaluations,"France, MINEFI",FR-10,0,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,manual,document,0,0,0,0,,1,1,0,sometimes,0,,document,50,0
FR-10-objectives,"France, MINEFI",FR-10,0,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
FR-10-budget,"France, MINEFI",FR-10,0,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
FR-10-contracts,"France, MINEFI",FR-10,0,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
FR-10-tenders,"France, MINEFI",FR-10,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
FR-10-cost-overall,"France, MINEFI",FR-10,0,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-expenditure-planned,"France, MINEFI",FR-10,0,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-expenditure-actual,"France, MINEFI",FR-10,0,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-budget-identifier,"France, MINEFI",FR-10,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
FR-10-results,"France, MINEFI",FR-10,0,results,Results,activity,performance,activity-performance,37,0.0433,manual,,0,0,0,0,,1,1,0,sometimes,0,,,0,0
FR-10-impact-appraisals,"France, MINEFI",FR-10,0,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
FR-10-conditions,"France, MINEFI",FR-10,0,conditions,Conditions,activity,performance,activity-performance,39,0.0433,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
FR-10-foia,"France, MINEFI",FR-10,2.219778,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,66.66,66.66,0,0,,1,1,0,,0,66.66,,0,66.66
FR-10-implementation-schedules,"France, MINEFI",FR-10,0.2331,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,7,7,0,0,,1,1,0,,0,7,,0,7
FR-10-accessibility,"France, MINEFI",FR-10,0,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,0,0,0,0,,1,1,0,,0,0,not-published,50,0
JP-2-strategy,"Japan, MOFA",JP-2,0,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,manual,document,0,0,0,0,,1,1,0,sometimes,0,,document,50,0
JP-2-annual-report,"Japan, MOFA",JP-2,1.25,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
JP-2-allocation,"Japan, MOFA",JP-2,1.25,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
JP-2-procurement-policy,"Japan, MOFA",JP-2,1.25,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
JP-2-country-strategy,"Japan, MOFA",JP-2,0,country-strategy,Country strategy,organisation,planning,organisation-planning,8,0.025,manual,document,0,0,0,0,,1,1,0,sometimes,0,,document,50,0
JP-2-total-budget,"Japan, MOFA",JP-2,0,total-budget,Total budget,organisation,financial,organisation-financial,9,0.0417,manual,not-published,0,0,0,0,,1,1,0,,0,0,not-published,50,0
JP-2-disaggregated-budgets,"Japan, MOFA",JP-2,0,disaggregated-budgets,Disaggregated budgets,organisation,financial,organisation-financial,10,0.0417,manual,not-published,0,0,0,0,,1,1,0,,0,0,not-published,50,0
JP-2-audit,"Japan, MOFA",JP-2,2.085,audit,Audit,organisation,financial,organisation-financial,11,0.0417,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
JP-2-implementer,"Japan, MOFA",JP-2,0,implementer,Implementer,activity,basic,activity-basic,12,0.0163,manual,website,0,0,0,0,,1,1,0,sometimes,0,,website,33.33,0
JP-2-unique-id,"Japan, MOFA",JP-2,0,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
JP-2-title,"Japan, MOFA",JP-2,0.543279,title,Title,activity,basic,activity-basic,14,0.0163,manual,website,33.33,33.33,0,0,,1,1,0,always,1,,website,33.33,33.33
JP-2-description,"Japan, MOFA",JP-2,0.543279,description,Description,activity,basic,activity-basic,15,0.0163,manual,website,33.33,33.33,0,0,,1,1,0,always,1,,website,33.33,33.33
JP-2-dates-planned,"Japan, MOFA",JP-2,0,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,manual,website,0,0,0,0,,1,1,0,not published,0,,website,33.33,0
JP-2-dates-actual,"Japan, MOFA",JP-2,0,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
JP-2-current-status,"Japan, MOFA",JP-2,0,current-status,Current Status,activity,basic,activity-basic,18,0.0163,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
JP-2-contact-details,"Japan, MOFA",JP-2,0,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
JP-2-collaboration-type,"Japan, MOFA",JP-2,0,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,manual,website,0,0,0,0,,1,1,0,sometimes,0,,website,33.33,0
JP-2-flow-type,"Japan, MOFA",JP-2,0.619938,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,manual,website,33.33,33.33,0,0,,1,1,0,always,1,,website,33.33,33.33
JP-2-aid-type,"Japan, MOFA",JP-2,0,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,manual,website,0,0,0,0,,1,1,0,sometimes,0,,website,33.33,0
JP-2-finance-type,"Japan, MOFA",JP-2,0.619938,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,manual,website,33.33,33.33,0,0,,1,1,0,always,1,,website,33.33,33.33
JP-2-sector,"Japan, MOFA",JP-2,0,sector,Sector,activity,classifications,activity-classifications,24,0.0186,manual,website,0,0,0,0,,1,1,0,sometimes,0,,website,33.33,0
JP-2-location,"Japan, MOFA",JP-2,0.619938,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,manual,website,33.33,33.33,0,0,,1,1,0,always,1,,website,33.33,33.33
JP-2-tied-aid-status,"Japan, MOFA",JP-2,0,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
JP-2-mou,"Japan, MOFA",JP-2,0,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
JP-2-evaluations,"Japan, MOFA",JP-2,0,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,manual,document,0,0,0,0,,1,1,0,sometimes,0,,document,50,0
JP-2-objectives,"Japan, MOFA",JP-2,1.085,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,manual,document,50,50,0,0,,1,1,0,always,1,,document,50,50
JP-2-budget,"Japan, MOFA",JP-2,0,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
JP-2-contracts,"Japan, MOFA",JP-2,0,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
JP-2-tenders,"Japan, MOFA",JP-2,0,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,0,0,0,0,,1,1,0,not published,0,,document,50,0
JP-2-cost-overall,"Japan, MOFA",JP-2,0,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
JP-2-expenditure-planned,"Japan, MOFA",JP-2,1.083225,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,manual,website,33.33,33.33,0,0,,1,1,0,always,1,,website,33.33,33.33
JP-2-expenditure-actual,"Japan, MOFA",JP-2,0,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
JP-2-budget-identifier,"Japan, MOFA",JP-2,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,,1,1,0,not published,0,,,0,0
JP-2-results,"Japan, MOFA",JP-2,0,results,Results,activity,performance,activity-performance,37,0.0433,manual,website,0,0,0,0,,1,1,0,not published,0,,website,33.33,0
JP-2-impact-appraisals,"Japan, MOFA",JP-2,0,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,0,0,0,0,,1,1,0,sometimes,0,,document,50,0
JP-2-conditions,"Japan, MOFA",JP-2,0,conditions,Conditions,activity,performance,activity-performance,39,0.0433,manual,document,0,0,0,0,,1,1,0,sometimes,0,,document,50,0
JP-2-foia,"Japan, MOFA",JP-2,2.219778,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,66.66,66.66,0,0,,1,1,0,,0,66.66,,0,66.66
JP-2-implementation-schedules,"Japan, MOFA",JP-2,0,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,0,0,0,0,,1,1,0,,0,0,not-published,50,0
JP-2-accessibility,"Japan, MOFA",JP-2,1.109889,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,33.33,33.33,0,0,,1,1,0,,0,33.33,,0,33.33
US-EIN-562618866-strategy,Gates Foundation,US-EIN-562618866,2.5,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
US-EIN-562618866-annual-report,Gates Foundation,US-EIN-562618866,2.5,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
US-EIN-562618866-allocation,Gates Foundation,US-EIN-562618866,2.5,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
US-EIN-562618866-procurement-policy,Gates Foundation,US-EIN-562618866,2.5,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
US-EIN-562618866-audit,Gates Foundation,US-EIN-562618866,4.17,audit,Audit,organisation,financial,organisation-financial,11,0.0417,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
US-EIN-562618866-implementer,Gates Foundation,US-EIN-562618866,1.2225,implementer,Implementer,activity,basic,activity-basic,12,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
US-EIN-562618866-unique-id,Gates Foundation,US-EIN-562618866,1.2225,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
US-EIN-562618866-title,Gates Foundation,US-EIN-562618866,1.208933212,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,74.16768169,96.67072676,48.33536338,less than quarterly,0.5,0.5,24.16768169,,,,,,0
US-EIN-562618866-description,Gates Foundation,US-EIN-562618866,1.213648498,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,74.45696305,97.82785221,48.91392611,less than quarterly,0.5,0.5,24.45696305,,,,,,0
US-EIN-562618866-dates-planned,Gates Foundation,US-EIN-562618866,1.2225,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
US-EIN-562618866-dates-actual,Gates Foundation,US-EIN-562618866,1.2225,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
US-EIN-562618866-current-status,Gates Foundation,US-EIN-562618866,1.2225,current-status,Current Status,activity,basic,activity-basic,18,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
US-EIN-562618866-contact-details,Gates Foundation,US-EIN-562618866,1.2225,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
US-EIN-562618866-collaboration-type,Gates Foundation,US-EIN-562618866,1.395,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
US-EIN-562618866-flow-type,Gates Foundation,US-EIN-562618866,1.395,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
US-EIN-562618866-aid-type,Gates Foundation,US-EIN-562618866,1.395,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
US-EIN-562618866-finance-type,Gates Foundation,US-EIN-562618866,1.395,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
US-EIN-562618866-sector,Gates Foundation,US-EIN-562618866,1.394811206,sector,Sector,activity,classifications,activity-classifications,24,0.0186,iati,iati,50,74.98984978,99.95939911,49.97969955,less than quarterly,0.5,0.5,24.98984978,,,,,,0
US-EIN-562618866-tied-aid-status,Gates Foundation,US-EIN-562618866,1.395,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
US-EIN-562618866-cost-overall,Gates Foundation,US-EIN-562618866,2.123466258,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,iati,iati,50,65.33742331,61.34969325,30.67484663,less than quarterly,0.5,0.5,15.33742331,,,,,,0
US-EIN-562618866-expenditure-planned,Gates Foundation,US-EIN-562618866,2.437170118,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,iati,iati,50,74.98984978,99.95939911,49.97969955,less than quarterly,0.5,0.5,24.98984978,,,,,,0
US-EIN-562618866-expenditure-actual,Gates Foundation,US-EIN-562618866,2.427603532,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,iati,iati,50,74.6954933,98.7819732,49.3909866,less than quarterly,0.5,0.5,24.6954933,,,,,,0
US-EIN-562618866-tenders,Gates Foundation,US-EIN-562618866,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
US-EIN-562618866-budget-identifier,Gates Foundation,US-EIN-562618866,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,,0,0
US-EIN-562618866-results,Gates Foundation,US-EIN-562618866,0,results,Results,activity,performance,activity-performance,37,0.0433,manual,,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,,0,0
US-EIN-562618866-impact-appraisals,Gates Foundation,US-EIN-562618866,0,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
US-EIN-562618866-conditions,Gates Foundation,US-EIN-562618866,0,conditions,Conditions,activity,performance,activity-performance,39,0.0433,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
US-EIN-562618866-country-strategy,Gates Foundation,US-EIN-562618866,1.25,country-strategy,Country strategy,organisation,Planning,organisation-Planning,8,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
US-EIN-562618866-total-budget,Gates Foundation,US-EIN-562618866,0,total-budget,Total budget,organisation,Financial,organisation-Financial,9,0.0417,manual,,0,0,0,0,less than quarterly,0.5,1,0,,0,0,,0,0
US-EIN-562618866-disaggregated-budgets,Gates Foundation,US-EIN-562618866,0,disaggregated-budgets,Disaggregated budgets,organisation,Financial,organisation-Financial,10,0.0417,manual,,0,0,0,0,less than quarterly,0.5,1,0,,0,0,,0,0
US-EIN-562618866-location,Gates Foundation,US-EIN-562618866,0.93,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,manual,machine-readable,50,50,0,0,less than quarterly,0.5,1,0,always,1,,machine-readable,50,50
US-EIN-562618866-mou,Gates Foundation,US-EIN-562618866,0,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
US-EIN-562618866-evaluations,Gates Foundation,US-EIN-562618866,0,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
US-EIN-562618866-objectives,Gates Foundation,US-EIN-562618866,0,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
US-EIN-562618866-budget,Gates Foundation,US-EIN-562618866,0,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
US-EIN-562618866-contracts,Gates Foundation,US-EIN-562618866,0,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
US-EIN-562618866-foia,Gates Foundation,US-EIN-562618866,1.109889,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,33.33,33.33,0,0,less than quarterly,0.5,1,0,,0,33.33,,0,33.33
US-EIN-562618866-implementation-schedules,Gates Foundation,US-EIN-562618866,1.2321,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,37,37,0,0,less than quarterly,0.5,1,0,,0,37,,0,37
US-EIN-562618866-accessibility,Gates Foundation,US-EIN-562618866,1.109889,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,33.33,33.33,0,0,less than quarterly,0.5,1,0,,0,33.33,,0,33.33
FR-6-expenditure-planned,"France, MAEDI",FR-6,2.4375,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FR-6-expenditure-actual,"France, MAEDI",FR-6,2.331875,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,iati,iati,50,71.75,87,43.5,less than quarterly,0.5,0.5,21.75,,,,,,0
FR-6-strategy,"France, MAEDI",FR-6,2.5,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
FR-6-annual-report,"France, MAEDI",FR-6,2.5,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
FR-6-implementer,"France, MAEDI",FR-6,1.2225,implementer,Implementer,activity,basic,activity-basic,12,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FR-6-unique-id,"France, MAEDI",FR-6,1.2225,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FR-6-title,"France, MAEDI",FR-6,1.218425,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,74.75,99,49.5,less than quarterly,0.5,0.5,24.75,,,,,,0
FR-6-description,"France, MAEDI",FR-6,1.218425,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,74.75,99,49.5,less than quarterly,0.5,0.5,24.75,,,,,,0
FR-6-dates-planned,"France, MAEDI",FR-6,1.2225,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FR-6-current-status,"France, MAEDI",FR-6,1.2225,current-status,Current Status,activity,basic,activity-basic,18,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FR-6-collaboration-type,"France, MAEDI",FR-6,1.395,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FR-6-flow-type,"France, MAEDI",FR-6,1.395,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FR-6-aid-type,"France, MAEDI",FR-6,1.395,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FR-6-finance-type,"France, MAEDI",FR-6,1.21365,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,iati,iati,50,65.25,61,30.5,less than quarterly,0.5,0.5,15.25,,,,,,0
FR-6-sector,"France, MAEDI",FR-6,1.360125,sector,Sector,activity,classifications,activity-classifications,24,0.0186,iati,iati,50,73.125,92.5,46.25,less than quarterly,0.5,0.5,23.125,,,,,,0
FR-6-location,"France, MAEDI",FR-6,1.324067797,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,iati,iati,50,71.18644068,84.74576271,42.37288136,less than quarterly,0.5,0.5,21.18644068,,,,,,0
FR-6-tied-aid-status,"France, MAEDI",FR-6,1.395,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FR-6-objectives,"France, MAEDI",FR-6,1.122975,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,iati,iati,50,51.75,7,3.5,less than quarterly,0.5,0.5,1.75,,,,,,0
FR-6-results,"France, MAEDI",FR-6,2.3219625,results,Results,activity,performance,activity-performance,37,0.0433,iati,iati,50,53.625,14.5,7.25,less than quarterly,0.5,0.5,3.625,,,,,,0
FR-6-tenders,"France, MAEDI",FR-6,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
FR-6-cost-overall,"France, MAEDI",FR-6,0,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,manual,,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,,0,0
FR-6-budget-identifier,"France, MAEDI",FR-6,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,,0,0
FR-6-impact-appraisals,"France, MAEDI",FR-6,0,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
FR-6-allocation,"France, MAEDI",FR-6,1.25,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
