question_id,question_name,organisation_id,organisation_short,agency_short,result,result_evidence,result_comments
29,Impact appraisal,47,GAVI,,2,http://www.gavialliance.org/resources/15._Pakistan_application_NVS_ISS_INS_form_for_GAVI_support_version_July_2009.pdf ,
30,Objectives,47,GAVI,,4,http://www.gavialliance.org/resources/15._Pakistan_application_NVS_ISS_INS_form_for_GAVI_support_version_July_2009.pdf ,p.16
31,Beneficiaries,47,GAVI,,3,http://www.gavialliance.org/resources/15._Pakistan_application_NVS_ISS_INS_form_for_GAVI_support_version_July_2009.pdf ,p.16
32,Conditions,47,GAVI,,3,http://www.gavialliance.org/resources/15._Pakistan_application_NVS_ISS_INS_form_for_GAVI_support_version_July_2009.pdf ,
33,Budget docs,47,GAVI,,2,http://www.gavialliance.org/resources/15._Pakistan_application_NVS_ISS_INS_form_for_GAVI_support_version_July_2009.pdf ,
34,Tender docs,47,GAVI,,2,http://www.gavialliance.org/resources/15._Pakistan_application_NVS_ISS_INS_form_for_GAVI_support_version_July_2009.pdf ,
35,Contract docs,47,GAVI,,2,http://www.gavialliance.org/resources/15._Pakistan_application_NVS_ISS_INS_form_for_GAVI_support_version_July_2009.pdf ,
36,MoU / agreement,47,GAVI,,2,http://www.gavialliance.org/resources/15._Pakistan_application_NVS_ISS_INS_form_for_GAVI_support_version_July_2009.pdf ,
37,Project design docs,47,GAVI,,2,http://www.gavialliance.org/resources/15._Pakistan_application_NVS_ISS_INS_form_for_GAVI_support_version_July_2009.pdf ,
1,FOIA,48,Germany,KfW,1,,
2,IATI,48,Germany,KfW,1,,
3,Allocation policy,48,Germany,KfW,4,http://www.kfw-entwicklungsbank.de/ebank/DE_Home/I/Download_Center/PDF-Dokumente_Richtlinien/Verfahrens_FZ_E03.pdf  http://www.bmz.bund.de/en/publications/type_of_publication/special_publications/Minds_for_Change.pdf,
4,Procurement policy,48,Germany,KfW,4,http://www.kfw-entwicklungsbank.de/ebank/DE_Home/Ueber_uns/Ausschreibungen/index.jsp,
5,Organisation budget,48,Germany,KfW,4,"http://www.bundesfinanzministerium.de/nn_124500/DE/Wirtschaft__und__Verwaltung/Finanz__und__Wirtschaftspolitik/Bundeshaushalt/Bundeshaushalt__2012/20110905-Bundeshaushalt12-Finanzplan,templateId=raw,property=publicationFile.pdf ",
6,Forward budget,48,Germany,KfW,2,,
7,Audit,48,Germany,KfW,2,http://www.kfw-entwicklungsbank.de/DE_Home/Evaluierung/index.jsp ,
8,Country strategy,48,Germany,KfW,2,,
9,Country forward budget,48,Germany,KfW,2,,
10,Evaluation,48,Germany,KfW,4,http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Evaluation/Ex-post_evaluation_reports/index.jsp,
11,Results,48,Germany,KfW,4,http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Evaluation/Ex-post_evaluation_reports/index.jsp,
12,Project Implementer,48,Germany,KfW,2,,
13,Collaboration type,48,Germany,KfW,2,,
14,Flow type: ODA / OOF,48,Germany,KfW,2,,
15,Project / budget support,48,Germany,KfW,2,,
16,Grant / loan,48,Germany,KfW,3,http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Programme_-_Climate_Change_Mitigation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Project_-_Biodiversity_Preservation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/The_Forest_as_Power_Plant.jsp,
17,Unique ID,48,Germany,KfW,3,http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Programme_-_Climate_Change_Mitigation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Project_-_Biodiversity_Preservation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/The_Forest_as_Power_Plant.jsp,
18,Project Title,48,Germany,KfW,3,http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Programme_-_Climate_Change_Mitigation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Project_-_Biodiversity_Preservation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/The_Forest_as_Power_Plant.jsp,
19,Description,48,Germany,KfW,3,http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Programme_-_Climate_Change_Mitigation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Project_-_Biodiversity_Preservation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/The_Forest_as_Power_Plant.jsp,
20,Sectors,48,Germany,KfW,3,http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Programme_-_Climate_Change_Mitigation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Project_-_Biodiversity_Preservation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/The_Forest_as_Power_Plant.jsp,
21,Planned dates,48,Germany,KfW,2,,
22,Actual dates,48,Germany,KfW,2,,
23,Tied aid status,48,Germany,KfW,2,,
24,Overall cost,48,Germany,KfW,3,http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Programme_-_Climate_Change_Mitigation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Project_-_Biodiversity_Preservation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/The_Forest_as_Power_Plant.jsp,
25,Transactions,48,Germany,KfW,2,,
26,Current status,48,Germany,KfW,3,http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Programme_-_Climate_Change_Mitigation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Project_-_Biodiversity_Preservation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/The_Forest_as_Power_Plant.jsp,
27,Contact details,48,Germany,KfW,2,,
28,Project website,48,Germany,KfW,2,,
29,Impact appraisal,48,Germany,KfW,3,http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Programme_-_Climate_Change_Mitigation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Project_-_Biodiversity_Preservation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/The_Forest_as_Power_Plant.jsp,
30,Objectives,48,Germany,KfW,3,http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Programme_-_Climate_Change_Mitigation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Project_-_Biodiversity_Preservation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/The_Forest_as_Power_Plant.jsp,
31,Beneficiaries,48,Germany,KfW,3,http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Programme_-_Climate_Change_Mitigation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/Project_-_Biodiversity_Preservation_in_China.jsp*****http://www.kfw-entwicklungsbank.de/ebank/EN_Home/Countries_and_Programmes/Asia/China/The_Forest_as_Power_Plant.jsp,
32,Conditions,48,Germany,KfW,2,,
33,Budget docs,48,Germany,KfW,2,,
34,Tender docs,48,Germany,KfW,2,,
35,Contract docs,48,Germany,KfW,2,,
36,MoU / agreement,48,Germany,KfW,2,,
37,Project design docs,48,Germany,KfW,2,,
1,FOIA,49,Global Fund,,1,,
2,IATI,49,Global Fund,,2,,
3,Allocation policy,49,Global Fund,,4,http://www.theglobalfund.org/en/application/,
4,Procurement policy,49,Global Fund,,4,http://www.theglobalfund.org/en/activities/psm/,
5,Organisation budget,49,Global Fund,,4,http://www.theglobalfund.org/en/about/donors/ ,Total commitments from individual donors to the Global Fund are available for each year.
6,Forward budget,49,Global Fund,,2,http://portfolio.theglobalfund.org/en/DataDownloads/Index ,Detailed commitments and disbursements are given for each funding round and tranche to each grant.
7,Audit,49,Global Fund,,4,http://www.theglobalfund.org/en/oig/reports/ ,
8,Country strategy,49,Global Fund,,2,,Single Stream of Funding' through Country Coordinating Mechanism could lead to country strategies.
9,Country forward budget,49,Global Fund,,2,http://portfolio.theglobalfund.org/en/DataDownloads/Index,Detailed commitments and disbursements are given for each funding round and tranche to each grant in specific recipient countries.
10,Evaluation,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
11,Results,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
12,Project Implementer,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
13,Collaboration type,49,Global Fund,,3,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
14,Flow type: ODA / OOF,49,Global Fund,,2,,
15,Project / budget support,49,Global Fund,,2,,
16,Grant / loan,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
17,Unique ID,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
18,Project Title,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
19,Description,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
20,Sectors,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
21,Planned dates,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
22,Actual dates,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
23,Tied aid status,49,Global Fund,,2,,
24,Overall cost,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
25,Transactions,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/DataDownloads/Index ,
26,Current status,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
27,Contact details,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
28,Project website,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
29,Impact appraisal,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
30,Objectives,49,Global Fund,,4,http://www.theglobalfund.org/grantDocuments/NGA-R09-TB_Proposal_0_en ,
31,Beneficiaries,49,Global Fund,,4,http://www.theglobalfund.org/grantDocuments/NGA-R09-TB_Proposal_0_en ,
32,Conditions,49,Global Fund,,4,http://www.theglobalfund.org/grantDocuments/NGA-T-IHVN_GA_0_en ,
33,Budget docs,49,Global Fund,,4,http://www.theglobalfund.org/grantDocuments/NGA-R09-TB_Proposal_0_en ,
34,Tender docs,49,Global Fund,,2,,
35,Contract docs,49,Global Fund,,2,,
36,MoU / agreement,49,Global Fund,,4,http://www.theglobalfund.org/grantDocuments/NGA-T-IHVN_GA_0_en ,
37,Project design docs,49,Global Fund,,4,http://portfolio.theglobalfund.org/en/Grant/List/NGA*****http://portfolio.theglobalfund.org/en/Grant/Index/NGA-T-IHVN ,
1,FOIA,50,Hewlett,,0,,
2,IATI,50,Hewlett,,2,,
3,Allocation policy,50,Hewlett,,4,http://www.hewlett.org/grants/grantseekers,
4,Procurement policy,50,Hewlett,,1,,
5,Organisation budget,50,Hewlett,,1,,
6,Forward budget,50,Hewlett,,1,,
7,Audit,50,Hewlett,,1,,
8,Country strategy,50,Hewlett,,3,http://www.hewlett.org/programs/global-development-and-population-program,
9,Country forward budget,50,Hewlett,,1,,
10,Evaluation,50,Hewlett,,2,,
11,Results,50,Hewlett,,2,,
12,Project Implementer,50,Hewlett,,4,http://www.hewlett.org/grants/10138*****http://www.hewlett.org/uploads/documents/IATIActivities.xml,
13,Collaboration type,50,Hewlett,,2,http://www.hewlett.org/uploads/documents/IATIActivities.xml,
14,Flow type: ODA / OOF,50,Hewlett,,4,http://www.hewlett.org/uploads/documents/IATIActivities.xml,
15,Project / budget support,50,Hewlett,,4,http://www.hewlett.org/uploads/documents/IATIActivities.xml,
16,Grant / loan,50,Hewlett,,4,http://www.hewlett.org/uploads/documents/IATIActivities.xml,
17,Unique ID,50,Hewlett,,4,http://www.hewlett.org/uploads/documents/IATIActivities.xml,
18,Project Title,50,Hewlett,,4,http://www.hewlett.org/grants/10138*****http://www.hewlett.org/uploads/documents/IATIActivities.xml,
19,Description,50,Hewlett,,4,http://www.hewlett.org/grants/10138 ,
20,Sectors,50,Hewlett,,4,http://www.hewlett.org/grants/10138*****http://www.hewlett.org/uploads/documents/IATIActivities.xml,
21,Planned dates,50,Hewlett,,4,http://www.hewlett.org/grants/10138*****http://www.hewlett.org/uploads/documents/IATIActivities.xml,
22,Actual dates,50,Hewlett,,2,http://www.hewlett.org/grants/10138*****http://www.hewlett.org/uploads/documents/IATIActivities.xml,
23,Tied aid status,50,Hewlett,,4,http://www.hewlett.org/uploads/documents/IATIActivities.xml,
24,Overall cost,50,Hewlett,,4,http://www.hewlett.org/grants/10138 ,
25,Transactions,50,Hewlett,,4,http://www.hewlett.org/uploads/documents/IATIActivities.xml,
26,Current status,50,Hewlett,,2,http://www.hewlett.org/grants/10138 ,
27,Contact details,50,Hewlett,,2,http://www.hewlett.org/uploads/documents/IATIActivities.xml,
28,Project website,50,Hewlett,,4,http://www.hewlett.org/grants/10138*****http://www.hewlett.org/uploads/documents/IATIActivities.xml,
29,Impact appraisal,50,Hewlett,,2,,
30,Objectives,50,Hewlett,,2,,
31,Beneficiaries,50,Hewlett,,2,,
32,Conditions,50,Hewlett,,2,,
33,Budget docs,50,Hewlett,,2,,
34,Tender docs,50,Hewlett,,1,,
35,Contract docs,50,Hewlett,,2,,
36,MoU / agreement,50,Hewlett,,2,,
37,Project design docs,50,Hewlett,,2,,
1,FOIA,51,IADB,,1,,
2,IATI,51,IADB,,0,,
3,Allocation policy,51,IADB,,4,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35291148 ,
4,Procurement policy,51,IADB,,4,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=774392*****http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=774394,
5,Organisation budget,51,IADB,,2,,
6,Forward budget,51,IADB,,2,,Only up to estimated 2012.
7,Audit,51,IADB,,3,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36078517,
8,Country strategy,51,IADB,,4,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35332325,
9,Country forward budget,51,IADB,,2,,
10,Evaluation,51,IADB,,4,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35157959 ,Links sometimes exist but canâ€™t be opened without an IADB login.
11,Results,51,IADB,,4,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35157959 ,Links sometimes exist but canâ€™t be opened without an IADB login.
12,Project Implementer,51,IADB,,4," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
13,Collaboration type,51,IADB,,2," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
14,Flow type: ODA / OOF,51,IADB,,2," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
15,Project / budget support,51,IADB,,4," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
16,Grant / loan,51,IADB,,4," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
17,Unique ID,51,IADB,,4," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
18,Project Title,51,IADB,,4," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
19,Description,51,IADB,,4," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
20,Sectors,51,IADB,,4," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
21,Planned dates,51,IADB,,4," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
22,Actual dates,51,IADB,,4," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
23,Tied aid status,51,IADB,,2,,
24,Overall cost,51,IADB,,4," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
25,Transactions,51,IADB,,3," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
26,Current status,51,IADB,,4," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
27,Contact details,51,IADB,,2,,
28,Project website,51,IADB,,3," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
29,Impact appraisal,51,IADB,,3," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
30,Objectives,51,IADB,,3," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
31,Beneficiaries,51,IADB,,2,,
32,Conditions,51,IADB,,3," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
33,Budget docs,51,IADB,,3," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
34,Tender docs,51,IADB,,4,http://www5.iadb.org/idbppi/aspx/ppProcurement.aspx?planguage=ENGLISH ,
35,Contract docs,51,IADB,,3," http://www.iadb.org/en/projects/project,1303.html?id=AR-M1055",
36,MoU / agreement,51,IADB,,2,,
37,Project design docs,51,IADB,,2,,
1,FOIA,52,Korea,KOICA,1,,
2,IATI,52,Korea,KOICA,0,,
3,Allocation policy,52,Korea,KOICA,4,http://www.koica.go.kr/download/brochure_eng_2008.pdf,
4,Procurement policy,52,Korea,KOICA,2,,
5,Organisation budget,52,Korea,KOICA,2,,
6,Forward budget,52,Korea,KOICA,2,,
7,Audit,52,Korea,KOICA,2,,
8,Country strategy,52,Korea,KOICA,2,,KOICA states that all Country Assistance Strategy papers will be available soon.
9,Country forward budget,52,Korea,KOICA,1,,
10,Evaluation,52,Korea,KOICA,4,http://www.koica.go.kr/english/schemes/evaluation/report/index.html ,
11,Results,52,Korea,KOICA,4,http://www.koica.go.kr/english/schemes/evaluation/report/index.html ,
12,Project Implementer,52,Korea,KOICA,4,http://stat.koica.go.kr:8077/komis/jsptemp/ps/stat_index.jsp ,
13,Collaboration type,52,Korea,KOICA,4,http://stat.koica.go.kr:8077/komis/jsptemp/ps/stat_index.jsp ,
14,Flow type: ODA / OOF,52,Korea,KOICA,4,http://stat.koica.go.kr:8077/komis/jsptemp/ps/stat_index.jsp ,
15,Project / budget support,52,Korea,KOICA,4,http://stat.koica.go.kr:8077/komis/jsptemp/ps/stat_index.jsp ,
16,Grant / loan,52,Korea,KOICA,2,,
17,Unique ID,52,Korea,KOICA,1,,
18,Project Title,52,Korea,KOICA,4,http://stat.koica.go.kr:8077/komis/jsptemp/ps/stat_index.jsp ,
19,Description,52,Korea,KOICA,2,,
20,Sectors,52,Korea,KOICA,4,http://stat.koica.go.kr:8077/komis/jsptemp/ps/stat_index.jsp ,
21,Planned dates,52,Korea,KOICA,4,http://stat.koica.go.kr:8077/komis/jsptemp/ps/stat_index.jsp ,
22,Actual dates,52,Korea,KOICA,2,,
23,Tied aid status,52,Korea,KOICA,2,,
24,Overall cost,52,Korea,KOICA,4,http://stat.koica.go.kr:8077/komis/jsptemp/ps/stat_index.jsp ,
25,Transactions,52,Korea,KOICA,2,,
26,Current status,52,Korea,KOICA,2,,
27,Contact details,52,Korea,KOICA,2,,
28,Project website,52,Korea,KOICA,1,,
29,Impact appraisal,52,Korea,KOICA,2,,
30,Objectives,52,Korea,KOICA,2,,
31,Beneficiaries,52,Korea,KOICA,2,,
32,Conditions,52,Korea,KOICA,2,,
33,Budget docs,52,Korea,KOICA,2,,
34,Tender docs,52,Korea,KOICA,4,http://www.koica.go.kr/english/board/procure/index.html ,
35,Contract docs,52,Korea,KOICA,2,,
36,MoU / agreement,52,Korea,KOICA,2,,
37,Project design docs,52,Korea,KOICA,2,,
1,FOIA,53,Korea,EDCF,1,,
2,IATI,53,Korea,EDCF,0,,
3,Allocation policy,53,Korea,EDCF,2,,
4,Procurement policy,53,Korea,EDCF,3,http://www.edcfkorea.go.kr/eng/procedures/edcf_proc.jsp?st_code=2&nd_code=2,
5,Organisation budget,53,Korea,EDCF,1,,
6,Forward budget,53,Korea,EDCF,1,,
7,Audit,53,Korea,EDCF,2,,
8,Country strategy,53,Korea,EDCF,2,,Korean Country Strategy Papers are being developed (Oct 2011).
9,Country forward budget,53,Korea,EDCF,1,,
10,Evaluation,53,Korea,EDCF,3,http://www.edcfkorea.go.kr/support/esti_report.jsp?st_code=4&nd_code=5&rd_code=4,
11,Results,53,Korea,EDCF,3,http://www.edcfkorea.go.kr/support/esti_report.jsp?st_code=4&nd_code=5&rd_code=4,
12,Project Implementer,53,Korea,EDCF,2,,
13,Collaboration type,53,Korea,EDCF,4,http://www.edcfkorea.go.kr/eng/about/policy.jsp?st_code=1&nd_code=1&rd_code=2,
14,Flow type: ODA / OOF,53,Korea,EDCF,4,http://www.edcfkorea.go.kr/support/business_list.jsp?st_code=4&nd_code=6&rd_code=1&nowBlock=0&page=0&mainCode=&subCode=&searchText=&sDate=&eDate,
15,Project / budget support,53,Korea,EDCF,4,http://www.edcfkorea.go.kr/eng/about/policy.jsp?st_code=1&nd_code=1&rd_code=2*****http://www.edcfkorea.go.kr/support/business_list.jsp?st_code=4&nd_code=6&rd_code=1&nowBlock=0&page=0&mainCode=&subCode=&searchText=&sDate=&eDate,
16,Grant / loan,53,Korea,EDCF,4,http://www.edcfkorea.go.kr/support/business_list.jsp?st_code=4&nd_code=6&rd_code=1&nowBlock=0&page=0&mainCode=&subCode=&searchText=&sDate=&eDate,
17,Unique ID,53,Korea,EDCF,4,http://www.edcfkorea.go.kr/support/business_list.jsp?st_code=4&nd_code=6&rd_code=1&nowBlock=0&page=0&mainCode=&subCode=&searchText=&sDate=&eDate,
18,Project Title,53,Korea,EDCF,4,http://www.edcfkorea.go.kr/support/business_view.jsp?Vseq=111&st_code=4&nd_code=6&rd_code=1&nowBlock=0&page=1&searchText,
19,Description,53,Korea,EDCF,4,http://www.edcfkorea.go.kr/support/business_view.jsp?Vseq=111&st_code=4&nd_code=6&rd_code=1&nowBlock=0&page=1&searchText,
20,Sectors,53,Korea,EDCF,4,http://www.edcfkorea.go.kr/support/business_view.jsp?Vseq=111&st_code=4&nd_code=6&rd_code=1&nowBlock=0&page=1&searchText,
21,Planned dates,53,Korea,EDCF,2,,
22,Actual dates,53,Korea,EDCF,2,,
23,Tied aid status,53,Korea,EDCF,2,,
24,Overall cost,53,Korea,EDCF,4,http://www.edcfkorea.go.kr/support/business_view.jsp?Vseq=111&st_code=4&nd_code=6&rd_code=1&nowBlock=0&page=1&searchText,
25,Transactions,53,Korea,EDCF,2,,
26,Current status,53,Korea,EDCF,2,,
27,Contact details,53,Korea,EDCF,4,http://www.edcfkorea.go.kr/support/business_view.jsp?Vseq=111&st_code=4&nd_code=6&rd_code=1&nowBlock=0&page=1&searchText,
28,Project website,53,Korea,EDCF,2,,
29,Impact appraisal,53,Korea,EDCF,2,,
30,Objectives,53,Korea,EDCF,4,http://www.edcfkorea.go.kr/support/business_view.jsp?Vseq=111&st_code=4&nd_code=6&rd_code=1&nowBlock=0&page=1&searchText,
31,Beneficiaries,53,Korea,EDCF,2,,
32,Conditions,53,Korea,EDCF,2,,
33,Budget docs,53,Korea,EDCF,2,,
34,Tender docs,53,Korea,EDCF,4,http://www.edcfkorea.go.kr/support/business_view.jsp?Vseq=111&st_code=4&nd_code=6&rd_code=1&nowBlock=0&page=1&searchText,
35,Contract docs,53,Korea,EDCF,2,,
36,MoU / agreement,53,Korea,EDCF,2,,
37,Project design docs,53,Korea,EDCF,2,,
1,FOIA,54,New Zealand,,1,,
2,IATI,54,New Zealand,,2,,
3,Allocation policy,54,New Zealand,,3,http://www.aid.govt.nz/what-we-do/our-priorities.html,
4,Procurement policy,54,New Zealand,,4,http://www.business.govt.nz/procurement,
5,Organisation budget,54,New Zealand,,4,http://www.treasury.govt.nz/budget/2011/ise/v4/ise11-v4-pia-offdev.pdf ,
6,Forward budget,54,New Zealand,,2,,
7,Audit,54,New Zealand,,2,,
8,Country strategy,54,New Zealand,,4,http://www.aid.govt.nz/library/docs/strategy-solomon-islands-2009-2018.pdf ,
9,Country forward budget,54,New Zealand,,2,,
10,Evaluation,54,New Zealand,,2,,
11,Results,54,New Zealand,,2,,
12,Project Implementer,54,New Zealand,,3,http://www.aid.govt.nz/programmes/c-solomon-islands.html ,
13,Collaboration type,54,New Zealand,,2,,
14,Flow type: ODA / OOF,54,New Zealand,,3,http://www.aid.govt.nz/programmes/c-solomon-islands.html ,
15,Project / budget support,54,New Zealand,,3,http://www.aid.govt.nz/programmes/c-solomon-islands.html ,
16,Grant / loan,54,New Zealand,,2,,
17,Unique ID,54,New Zealand,,2,,
18,Project Title,54,New Zealand,,3,http://www.aid.govt.nz/programmes/c-solomon-islands.html ,
19,Description,54,New Zealand,,3,http://www.aid.govt.nz/programmes/c-solomon-islands.html ,
20,Sectors,54,New Zealand,,3,http://www.aid.govt.nz/programmes/c-solomon-islands.html ,
21,Planned dates,54,New Zealand,,3,http://www.aid.govt.nz/programmes/c-solomon-islands.html ,
22,Actual dates,54,New Zealand,,2,,
23,Tied aid status,54,New Zealand,,2,,
24,Overall cost,54,New Zealand,,3,http://www.aid.govt.nz/programmes/c-solomon-islands.html ,
25,Transactions,54,New Zealand,,2,,
26,Current status,54,New Zealand,,2,,
27,Contact details,54,New Zealand,,3,http://www.aid.govt.nz/programmes/c-solomon-islands.html ,
28,Project website,54,New Zealand,,2,,
29,Impact appraisal,54,New Zealand,,2,,
30,Objectives,54,New Zealand,,2,,
31,Beneficiaries,54,New Zealand,,2,,
32,Conditions,54,New Zealand,,2,,
33,Budget docs,54,New Zealand,,2,,
34,Tender docs,54,New Zealand,,4,http://www.aid.govt.nz/contracts/current-tenders.html ,
35,Contract docs,54,New Zealand,,3,http://www.aid.govt.nz/contracts/awarded-contracts.html ,
36,MoU / agreement,54,New Zealand,,2,,
37,Project design docs,54,New Zealand,,2,,
1,FOIA,55,Switzerland,,1,,
2,IATI,55,Switzerland,,2,,
3,Allocation policy,55,Switzerland,,4,http://www.admin.ch/ch/d/ff/2008/2959.pdf ,
